k,v,n,g,m,e,x,c,u
法律,法律,第一屆資深中央民意代表自願退職條例,行政＞內政部＞民政目,1989-02-03,,,17,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0020036
法律,法律,地方民意代表費用支給及村里長事務補助費補助條例,行政＞內政部＞民政目,2024-06-19,2025-01-01,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0020039
法律,法律,殯葬管理條例,行政＞內政部＞宗教及禮制目,2025-05-28,2026-01-01,,121,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0020040
法律,法律,國葬先哲逝世紀念典禮條例,廢止法規＞內政部,1971-12-10,,廢,5,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0020057
法律,法律,原住民身分法,行政＞原住民族委員會＞綜合規劃目,2024-01-03,,,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0130001
法律,法律,原住民敬老福利生活津貼暫行條例,廢止法規＞行政院原住民族委員會,2009-04-29,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0130004
法律,法律,原住民族工作權保障法,行政＞原住民族委員會＞社會福利目,2015-02-04,,,33,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0130006
法律,法律,志願服務法,行政＞衛生福利部＞社會救助及社工目,2020-01-15,,,34,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050131
法律,法律,國籍法,行政＞內政部＞戶政目,2024-05-24,,,23,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0030001
法律,法律,國籍法施行條例,廢止法規＞內政部,2002-05-22,,廢,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0030002
法律,法律,戶籍法,行政＞內政部＞戶政目,2015-01-21,,,99,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0030006
法律,法律,姓名條例,行政＞內政部＞戶政目,2024-05-29,,,17,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0030011
法律,法律,戶口普查法,廢止法規＞內政部,1999-05-05,,廢,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0030014
法律,法律,軍人及其家屬優待條例,行政＞內政部＞役政目,2022-05-18,,,51,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0040008
法律,法律,替代役實施條例,行政＞內政部＞役政目,2021-01-27,,,84,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0040017
法律,法律,兒童福利法,廢止法規＞內政部,2004-06-02,,廢,60,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050002
法律,法律,老年農民福利津貼暫行條例,行政＞農業部＞農民輔導目,2018-06-13,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0090015
法律,法律,兒童及少年性剝削防制條例,行政＞衛生福利部＞保護服務目,2024-08-07,9999-12-31,,64,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050023
法律,法律,少年福利法,廢止法規＞內政部,2004-06-02,,廢,38,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050024
法律,法律,老人福利法,行政＞衛生福利部＞社會及家庭目,2025-08-01,,,65,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050037
法律,法律,敬老福利生活津貼暫行條例,廢止法規＞內政部,2008-09-30,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050042
法律,法律,身心障礙者權益保障法,行政＞衛生福利部＞社會及家庭目,2025-08-01,,,130,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050046
法律,法律,家庭暴力防治法,行政＞衛生福利部＞保護服務目,2023-12-06,,,86,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050071
法律,法律,特殊境遇家庭扶助條例,行政＞衛生福利部＞社會及家庭目,2021-01-20,,,20,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050075
法律,法律,社會救助法,行政＞衛生福利部＞社會救助及社工目,2015-12-30,,,68,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050078
法律,法律,農民健康保險條例,行政＞農業部＞農民輔導目,2023-02-08,2023-12-01,,73,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050084
法律,法律,人民團體法,行政＞內政部＞合作及人民團體目,2023-02-08,,,80,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050091
法律,法律,中華民國紅十字會法,廢止法規＞內政部,2016-07-27,,廢,44,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050098
法律,法律,商業團體法,行政＞內政部＞合作及人民團體目,2021-01-27,,,88,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050100
法律,法律,工業團體法,行政＞內政部＞合作及人民團體目,2021-01-27,,,81,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050103
法律,法律,教育會法,行政＞內政部＞合作及人民團體目,2021-01-27,,,55,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050108
法律,法律,合作社法,行政＞內政部＞合作及人民團體目,2015-06-03,,,103,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050112
法律,法律,社會工作師法,行政＞衛生福利部＞社會救助及社工目,2023-06-09,,,63,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050125
法律,法律,儲蓄互助社法,行政＞內政部＞合作及人民團體目,2015-02-04,,,37,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0050128
法律,法律,土地法,行政＞內政部＞地政目,2024-08-07,,,292,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060001
法律,法律,土地法施行法,行政＞內政部＞地政目,2011-06-15,,,68,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060002
法律,法律,農村社區土地重劃條例,行政＞內政部＞地政目,2002-12-11,,,41,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060007
法律,法律,耕地三七五減租條例,行政＞內政部＞地政目,2002-05-15,,,31,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060008
法律,法律,平均地權條例,行政＞內政部＞地政目,2023-02-08,,,121,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060009
法律,法律,水陸地圖審查條例,廢止法規＞內政部,2004-05-05,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060014
法律,法律,測量標設置保護條例,廢止法規＞內政部,2008-01-02,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060017
法律,法律,農地重劃條例,行政＞內政部＞地政目,2011-06-15,,,52,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060019
法律,法律,實施耕者有其田條例,廢止法規＞內政部,1993-07-30,,廢,41,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060030
法律,法律,土地徵收條例,行政＞內政部＞地政目,2012-01-04,,,77,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060058
法律,法律,不動產經紀業管理條例,行政＞內政部＞地政目,2021-01-27,,,49,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060066
法律,法律,不動產估價師法,行政＞內政部＞地政目,2024-08-07,2025-02-07,,55,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060076
法律,法律,地政士法,行政＞內政部＞地政目,2021-01-27,,,67,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0060081
法律,法律,都市計畫法,行政＞內政部＞國土管理目,2021-05-26,,,101,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070001
法律,法律,市區道路條例,行政＞內政部＞國土管理目,2026-07-01,,,35,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070007
法律,法律,都市更新條例,行政＞內政部＞國土管理目,2024-11-13,,,97,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070008
法律,法律,區域計畫法,行政＞內政部＞國土管理目,2000-01-26,,,36,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070030
法律,法律,新市鎮開發條例,行政＞內政部＞國土管理目,2020-01-15,,,40,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070032
法律,法律,共同管道法,行政＞內政部＞國土管理目,2000-06-14,,,40,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070046
法律,法律,下水道法,行政＞內政部＞國土管理目,2018-05-23,,,42,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070058
法律,法律,工程受益費徵收條例,行政＞內政部＞國土管理目,2000-11-08,,,20,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070060
法律,法律,促進民間參與公共建設法,行政＞財政部＞推動促參目,2022-12-21,,,69,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070062
法律,法律,國民住宅條例,廢止法規＞內政部,2015-01-07,,廢,58,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070081
法律,法律,國家公園法,行政＞內政部＞國家公園目,2010-12-08,,,31,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070105
法律,法律,建築法,行政＞內政部＞國土管理目,2022-05-11,,,132,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070109
法律,法律,建築師法,行政＞內政部＞國土管理目,2023-12-06,,,69,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070112
法律,法律,公寓大廈管理條例,行政＞內政部＞國土管理目,2022-05-11,,,72,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070118
法律,法律,自來水法,行政＞經濟部＞水利目,2026-01-05,,,142,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0110055
法律,法律,警察法,行政＞內政部＞警政目,2002-06-12,,,20,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080001
法律,法律,省警務處組織法,廢止法規＞內政部,2002-06-05,,廢,9,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080005
法律,法律,省保安警察隊組織條例,廢止法規＞內政部,2002-06-05,,廢,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080006
法律,法律,警察教育條例,行政＞內政部＞警政目,2002-06-05,,,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080007
法律,法律,警察勤務條例,行政＞內政部＞警政目,2008-07-02,,,37,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080026
法律,法律,警察服制條例,行政＞內政部＞警政目,2016-04-27,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080036
法律,法律,自衛槍枝管理條例,行政＞內政部＞警政目,2002-06-26,,,21,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080037
法律,法律,警械使用條例,行政＞內政部＞警政目,2022-10-19,,,18,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080042
法律,法律,槍砲彈藥刀械管制條例,行政＞內政部＞警政目,2024-01-03,,,34,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080047
法律,法律,檢肅流氓條例,廢止法規＞內政部,2009-01-21,,廢,27,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080051
法律,法律,集會遊行法,行政＞內政部＞警政目,2021-01-27,,,35,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080058
法律,法律,社會秩序維護法,行政＞內政部＞警政目,2025-06-11,,,113,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080067
法律,法律,當舖業法,行政＞內政部＞警政目,2020-01-15,,,43,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080075
法律,法律,違警罰法,廢止法規＞內政部,1991-06-29,,廢,96,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080077
法律,法律,性侵害犯罪防治法,行政＞衛生福利部＞保護服務目,2023-02-15,,,62,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080079
法律,法律,保全業法,行政＞內政部＞警政目,2021-01-20,,,27,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080081
法律,法律,警察刑事紀錄證明核發條例,行政＞內政部＞警政目,2013-01-16,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080088
法律,法律,警察獎章條例,行政＞內政部＞警政目,2022-01-12,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080103
法律,法律,民防法,行政＞內政部＞警政目,2021-01-20,,,31,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080118
法律,法律,入出國及移民法,行政＞內政部＞移民目,2023-06-28,,,123,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0080132
法律,法律,行政院海岸巡防署組織法,廢止法規＞海洋委員會,2021-01-20,,廢,29,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090001
法律,法律,行政院海岸巡防署海洋巡防總局組織條例,廢止法規＞海洋委員會,2021-01-20,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090002
法律,法律,行政院海岸巡防署海岸巡防總局組織條例,廢止法規＞海洋委員會,2021-01-20,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090003
法律,法律,行政院海岸巡防署海岸巡防總局各地區巡防局組織通則,廢止法規＞海洋委員會,2021-01-20,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090004
法律,法律,海岸巡防法,行政＞海洋委員會＞海岸巡防目,2019-06-21,,,17,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090009
法律,法律,管理喇嘛寺廟條例,廢止法規＞蒙藏委員會,2003-06-11,,廢,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0100005
法律,法律,總統副總統選舉罷免法（新 84.08.09 制定）,行政＞內政部＞民政目,2026-08-19,,,144,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0020053
法律,法律,消防法,行政＞內政部＞消防目,2024-11-29,2025-06-01,,88,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120001
法律,法律,災害防救法,行政＞內政部＞消防目,2025-05-28,,,74,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0120014
法律,法律,外交部組織法,行政＞外交部＞組織目,2011-11-14,,,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0000001
法律,法律,外交部外交領事人員講習所組織條例,廢止法規＞外交部,2022-06-15,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0000002
法律,法律,駐外使領館組織條例,廢止法規＞外交部,2022-06-15,,廢,17,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0000003
法律,法律,外交部領事事務局組織條例,廢止法規＞外交部,2022-06-15,,廢,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0000004
法律,法律,僑務委員會組織法,行政＞僑務委員會＞組織目,2011-11-14,,,8,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0000005
法律,法律,國際合作發展基金會設置條例,行政＞外交部＞組織目,2013-05-22,,,27,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0000012
法律,法律,駐華外國機構及其人員特權暨豁免條例,行政＞外交部＞外交業務目,1997-05-07,,,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0020005
法律,法律,護照條例,行政＞外交部＞領事業務目,2021-01-20,,,43,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030001
法律,法律,外國護照簽證條例,行政＞外交部＞領事業務目,2003-01-22,,,16,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=E0030002
法律,法律,國防部組織法,行政＞國防部＞組織目,2021-06-09,,,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000001
法律,法律,國防部參謀本部組織條例,廢止法規＞國防部,2014-01-29,,廢,10,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000002
法律,法律,後備軍人會組織通則,廢止法規＞國防部,2000-12-20,,廢,30,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000003
法律,法律,行政院國軍退除役官兵輔導委員會組織條例,廢止法規＞國軍退除役官兵輔導委員會,2014-01-29,,廢,19,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000006
法律,法律,國軍軍事勤務致人民傷亡損害補償條例,行政＞國防部＞作戰目,2019-06-19,,,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000036
法律,法律,國防部總政治作戰局組織條例,廢止法規＞國防部,2014-01-29,,廢,11,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000066
法律,法律,國防部主計局組織條例,廢止法規＞國防部,2014-01-29,,廢,12,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000067
法律,法律,國防部軍醫局組織條例,廢止法規＞國防部,2014-01-29,,廢,14,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0000068
法律,法律,國防法,行政＞國防部＞組織目,2012-06-06,,,42,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0010030
法律,法律,特級上將授任條例,廢止法規＞國防部,2000-11-01,,廢,4,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030001
法律,法律,陸海空軍軍官士官任官條例,行政＞國防部＞人事目,2019-12-04,,,19,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030002
法律,法律,陸海空軍軍官士官任職條例,行政＞國防部＞人事目,2022-06-15,,,24,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030004
法律,法律,陸海空軍軍官士官考績條例,行政＞國防部＞人事目,2019-12-04,,,13,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030005
法律,法律,陸海空軍勳賞條例,行政＞國防部＞人事目,2022-05-18,,,25,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030008
法律,法律,陸海空軍獎勵條例,行政＞國防部＞人事目,2007-07-04,,,21,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030010
法律,法律,空軍勛獎條例,行政＞國防部＞人事目,1949-01-10,,,24,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030012
法律,法律,陸海空軍懲罰法,行政＞國防部＞人事目,2024-08-07,2025-08-06,,91,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030013
法律,法律,軍人婚姻條例,廢止法規＞國防部,2005-12-07,,廢,15,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0030015
法律,法律,兵役法,行政＞國防部＞兵役目,2023-05-03,,,65,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0040001
法律,法律,兵役法施行法,行政＞國防部＞兵役目,2020-05-13,,,66,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0040002
法律,法律,陸海空軍軍官服役條例,廢止法規＞國防部,1999-05-05,,廢,39,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0040003
法律,法律,陸海空軍士官服役條例,廢止法規＞國防部,1999-05-05,,廢,38,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0040005
法律,法律,志願士兵服役條例,行政＞國防部＞兵役目,2022-01-19,,,20,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0040007
法律,法律,陸海空軍軍官士官服役條例,行政＞國防部＞兵役目,2022-01-19,,,66,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0040020
法律,法律,軍人保險條例,行政＞國防部＞保險撫卹目,2022-01-19,,,33,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=F0050001
