n,a,m,t,u
營業人使用收銀機辦法,第 18 條,2018-01-19,本辦法自中華民國七十五年四月一日施行。 本辦法修正條文自中華民國七十七年七月一日施行。 中華民國八十六年六月二十六日發布修正之本辦法第九條自中華民國八十六年七月一日施行。 本辦法中華民國九十八年四,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340084
兼營營業人營業稅額計算辦法,第 9 條,2006-12-21,本辦法自中華民國七十五年四月一日施行。 本辦法修正條文自中華民國七十七年七月一日施行。 中華民國八十一年八月二十五日發布修正之本辦法第八條之一、第八條之二及第八條之三修正條文自中華民國八十一年九月,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340085
營業稅特種稅額查定辦法,第 10 條,2017-09-28,本辦法自發布日施行。但中華民國一百零六年九月二十八日修正發布之第六條第十四款自一百零七年一月一日施行。 本辦法中華民國九十八年十月十六日修正發布之第六條自九十九年一月一日施行。 本辦法中華民國一百零一年十月八日修正發布之第七條自一百零二年一月一日施行。 本辦法,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340086
土地稅法施行細則,第 12 條,2021-09-23,二款企業或公營事業興建之勞工宿舍，經核准按自用住宅用地稅率課徵地價稅後，未依建築主管機關核准期限建築完成者，應自核准期限屆滿日當年改按一般用地稅率計徵地價稅。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340097
土地稅法施行細則,第 34 條,2021-09-23,載相符後，由鄉、鎮、市（區）公所派員持同原申請書實地逐筆勘查，將初勘意見、初勘日期填註於申請書各該欄，並限於當地申請期間屆滿後五日內初勘完竣。業經初勘之申請書，應由初勘人員簽章後按段裝訂成冊，並由財政課長、鄉、鎮、市（區）長於底頁簽章存案。 二、各鄉、鎮、市（區）公所初勘完竣後，應於,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340097
土地稅法施行細則,第 60 條,2021-09-23,土地增值稅於繳納期限屆滿逾三十日仍未繳清之滯欠案件，主管稽徵機關應通知當事人限期繳清或撤回原申報案，逾期仍未繳清稅款或撤回原申報案者，主管稽徵機關應逕行註銷申報案及其查定稅額。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340097
土地稅法施行細則,第 63 條,2021-09-23,本細則除另定施行日期者外，自發布日施行。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340097
土地稅減免規則,第 7 條,2010-05-07,用第一項規定。 公立學校之學生宿舍，由民間機構與主辦機關簽訂投資契約，投資興建並租與該校學生作宿舍使用，且約定於營運期間屆滿後，移轉該宿舍之所有權予政府者，於興建及營運期間，其基地之地價稅得由當地主管稽徵機關專案報請直轄市、縣（市）主管機關核准免徵。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340098
土地稅減免規則,第 14 條,2010-05-07,耕作並經依法取得耕作權者，自有收益之日起，免徵田賦八年。 免徵田賦期間內，原承墾人死亡，仍由繼承人耕作者，得繼續享受尚未屆滿之免稅待遇。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340098
土地稅減免規則,第 22 條,2010-05-07,由該管都市計畫主管機關提供該地區主要計畫變更案之範圍等有關資料送稽徵機關辦理）。 十二、經核准減免有案之土地，於減免年限屆滿，由稽徵機關查明其減免原因仍存在並准予繼續減免者。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340098
土地稅減免規則,第 36 條,2010-05-07,本規則自發布日施行。但中華民國九十四年二月二十四日修正發布之第十一條之一第一款規定，自中華民國九十五年一月一日施行。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0340098
關稅法施行細則,第 23 條,2024-12-23,依本法第三十八條第三項規定提供之保證金或授信機構擔保，俟其租賃或使用期限屆滿報運出口或經財政部核准銷毀時，發還或解除授信機構保證責任。 前項進口貨物部分毀損，由納稅義務人付出之賠償費，應併入租賃費或使用費內計算；全部毀損者，按進口時之完,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350002
關稅法施行細則,第 33 條,2024-12-23,本法第四十九條第一項第十二款所定核准解體船舶，以經交通部核准解體，並有航運紀錄之有關文件者為限；所定營運屆滿二年之計算，自該輪取得我國國籍之日起至向交通部申請解體之日止為準。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350002
關稅法施行細則,第 52 條,2024-12-23,所定特殊情形，以因天災、事變或其他不可抗力之事由，致無法於期限內申請沖退稅者為限。 依前項所定事由申請延期案件，應於期限屆滿前，檢附相關具體證明文件，向財政部申請展延。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350002
關稅法施行細則,第 57 條,2024-12-23,證件。 申請發還或具領變賣貨物餘款之五年期限，逾期不報關貨物，自滯報費徵滿二十日之翌日起計算；逾期不繳稅貨物，自繳稅期限屆滿三十日之翌日起計算。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350002
入境旅客攜帶行李物品報驗稅放辦法,第 18 條,2026-01-30,本辦法自發布日施行。但中華民國一百零六年六月二十八日修正發布條文，自一百零六年六月二十八日施行；一百十一年十二月三十日修正發布條文，自一百十二年一月一日施行；一百十五年一月三十日修正發布條文，自一百十五年二月一日施行。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350003
海關管理保稅工廠辦法,第 10 條,2026-06-12,或反傾銷稅之物品，應編列不同料號，且不得替代流用。 產品單位用料清表之適用期限，自送監管海關備查或核准之翌日起三年，期限屆滿前應由保稅工廠重新造送監管海關備查。 第一項之產品單位用料清表及第四項之變更產品單位用料清表，得經監管海關核准以電子媒體儲存備查。但保稅工廠所使用之原料，經財政,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 11-1 條,2026-06-12,保稅工廠之自用機器、設備，進口屆滿五年並逾行政院規定「固定資產耐用年數表」年限者，得由保稅工廠自行除帳，海關免列帳監管。 保稅工廠自用機器、設備，於進口後六個月內無外銷實績者，監管海關應查明實情,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 24 條,2026-06-12,，報經監管海關核准及驗印。 前項產品為保稅工廠自國外進口者，應於進口放行之翌日起六個月內復運出口，其情形特殊者，得於期限屆滿前以書面敘明理由向監管海關申請延長，延長期間以六個月為限；未於期限屆滿前出口者，應於期限屆滿之翌日起十日內繕具報單補稅。 第一項產品有使用保稅原料維修者，應於該,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 30-1 條,2026-06-12,規定辦理，並由保稅工廠具結保證於放行之翌日起六個月內復運出口，免提供相當稅款金額之擔保。不依規定期限復運出口者，應於期限屆滿之翌日起十日內繕具報單補稅。 前項成品貨樣，保稅工廠應登列帳冊控管以供海關查核，且不得於復運出口前剪裂、破壞。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 42 條,2026-06-12,、名稱、規格、數量及繳稅金額，以備查核。 第一項第三款或第二項、第三項保稅產品未依規定銷案，且未運回廠內者，應於銷案期限屆滿之翌日起十日內繕具報單，並準用第四十條第二項規定辦理補稅。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 44 條,2026-06-12,理報關之下腳、廢料，應於先行辦理報關放行後四個月內，檢具實際數量之交易發票，供海關核定完稅價格；其有正當理由者，應於期限屆滿前向海關申請延長，其延長期限不得逾報關放行後一年。 保稅工廠因故未能復運出口之呆料或未能外銷之保稅產品或次品，得於原料保稅進口或加工完成之翌日起二年內，依第一項,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 46 條,2026-06-12,加工廠商應事先提供資料，以供查核。 廠外加工之期限，以經監管海關核准廠外加工之翌日起六個月為限。但有特殊情形者，得於期限屆滿前，申請海關核准延長，其延長期限不得超過三個月，並以一次為限。不依規定期限運回工廠者，應於期限屆滿之翌日起十日內繕具報單補稅。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 47 條,2026-06-12,修理，應填具申請書經監管海關核准後提領出廠。 前項保稅物品出廠，監管海關得視物品數量及性質核定作業期間，其需展期者，應於屆滿前，以書面說明原因，向海關申請。但出廠期間合計不得超過六個月。 第一項保稅物品進出廠時，應登載於經海關驗印之保稅工廠送外測試、檢驗、核樣或修理保稅物品進出廠登記,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 48 條,2026-06-12,得經監管海關核准運出廠外維護、修理，並準用第四十六條規定辦理。未依規定辦理者，除事先經核准並以逕行復運出口者外，應於期限屆滿之翌日起十日內繕具報單補稅。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
海關管理保稅工廠辦法,第 50 條,2026-06-12,。 展列之保稅產品進、出廠時，應登載於展列保稅產品進、出廠登記簿。保稅產品出廠展列不依第二項規定期限運回工廠者，應於期限屆滿之翌日起十日內繕具報單補稅。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350005
保稅倉庫設立及管理辦法,第 32 條,2026-07-20,月列報海關。 依前項規定置於放行貨物倉間之機上販售商品（含菸酒），自最初進儲保稅倉庫之日起算二年內未售出者，業者應於期間屆滿前另填具報單申報回儲保稅倉庫。 第二項保稅倉庫儲存之修造飛機用物料，得向海關申請核准辦理外修，並由業者填具切結書，期間以六個月為限。但因事實需要，期限屆滿前得向,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350006
保稅倉庫設立及管理辦法,第 35 條,2026-07-20,供免稅商店或離島免稅購物商店銷售用之貨物，得依前項規定辦理維修。 前二項貨物應於出倉之翌日起三個月內運回，必要時得於期限屆滿前申請延長一次。但合計不得超過六個月。,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350006
保稅倉庫設立及管理辦法,第 45 條,2026-07-20,建設之物資或其他具有特殊理由經海關核准者，不在此限。 保稅貨物，如不在前項規定之存倉期間內申報進口或退運出口，自存倉期限屆滿之翌日起，依關稅法第七十三條第一項規定加徵滯報費，滯報費徵滿二十日，仍不申報進口或出口者，準用同條第二項規定處理。 保稅貨物存倉未滿二年，如經所有人或倉單持有人,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=G0350006
